image_path,resnet20_correct,resnet32_correct,shufflenetv2_x2_0_correct,vgg16_bn_correct,label
..\dataset\images\train_31249.png,1,1,1,1,0
..\dataset\images\train_11416.png,1,1,1,1,0
..\dataset\images\train_48900.png,1,1,1,1,0
..\dataset\images\train_12205.png,1,1,1,1,0
..\dataset\images\train_08116.png,1,1,1,1,0
..\dataset\images\test_06566.png,1,1,1,1,0
..\dataset\images\train_48157.png,1,1,1,1,0
..\dataset\images\test_05647.png,1,1,1,1,0
..\dataset\images\train_20752.png,1,1,1,1,0
..\dataset\images\train_47851.png,1,1,1,1,0
..\dataset\images\train_34941.png,1,1,1,1,0
..\dataset\images\train_04669.png,1,1,1,1,0
..\dataset\images\test_00788.png,1,1,1,1,0
..\dataset\images\train_09361.png,1,1,1,1,0
..\dataset\images\test_06136.png,1,1,1,1,0
..\dataset\images\train_16010.png,1,1,1,1,0
..\dataset\images\train_15056.png,1,1,1,1,0
..\dataset\images\train_26741.png,1,1,1,1,0
..\dataset\images\test_02838.png,1,1,1,1,0
..\dataset\images\train_19068.png,1,1,1,1,0
..\dataset\images\test_09544.png,1,1,1,1,0
..\dataset\images\train_21314.png,1,1,1,1,0
..\dataset\images\train_38931.png,0,1,1,1,1
..\dataset\images\train_06767.png,1,1,1,1,0
..\dataset\images\test_05071.png,1,1,1,1,0
..\dataset\images\train_31935.png,1,1,1,1,0
..\dataset\images\train_37970.png,1,1,1,1,0
..\dataset\images\test_04694.png,1,1,1,1,0
..\dataset\images\train_18402.png,1,1,1,1,0
..\dataset\images\train_48956.png,1,1,1,1,0
..\dataset\images\train_24124.png,1,1,1,1,0
..\dataset\images\train_12679.png,1,1,1,1,0
..\dataset\images\test_01301.png,1,1,1,1,0
..\dataset\images\test_05725.png,1,1,1,1,0
..\dataset\images\test_01569.png,1,1,1,1,0
..\dataset\images\train_17025.png,1,1,1,1,0
..\dataset\images\train_40651.png,1,1,1,1,0
..\dataset\images\train_37137.png,1,1,1,1,0
..\dataset\images\train_31686.png,1,1,1,1,0
..\dataset\images\train_42675.png,1,1,1,1,0
..\dataset\images\train_12761.png,1,1,1,1,0
..\dataset\images\train_32107.png,1,1,1,1,0
..\dataset\images\test_08618.png,1,1,1,1,0
..\dataset\images\train_44273.png,1,1,1,1,0
..\dataset\images\train_32366.png,1,1,1,1,0
..\dataset\images\train_46950.png,1,1,1,1,0
..\dataset\images\train_18490.png,1,1,1,1,0
..\dataset\images\train_41109.png,1,1,1,1,0
..\dataset\images\train_35196.png,1,1,1,1,0
..\dataset\images\train_25943.png,1,1,1,1,0
..\dataset\images\train_41907.png,1,1,1,1,0
..\dataset\images\train_14934.png,1,1,1,1,0
..\dataset\images\test_00337.png,1,1,1,1,0
..\dataset\images\train_05416.png,1,1,1,1,0
..\dataset\images\train_33442.png,1,1,1,1,0
..\dataset\images\train_23253.png,1,1,1,1,0
..\dataset\images\train_09718.png,1,1,1,1,0
..\dataset\images\train_27859.png,1,1,1,1,0
..\dataset\images\train_02138.png,1,1,1,1,0
..\dataset\images\train_27430.png,1,1,1,1,0
..\dataset\images\train_19264.png,1,1,1,1,0
..\dataset\images\train_07705.png,1,1,1,1,0
..\dataset\images\train_15049.png,1,1,1,1,0
..\dataset\images\train_29068.png,1,1,1,1,0
..\dataset\images\train_08319.png,1,1,1,1,0
..\dataset\images\train_43000.png,1,1,1,1,0
..\dataset\images\test_02241.png,1,1,1,1,0
..\dataset\images\train_13462.png,1,1,1,1,0
..\dataset\images\train_40388.png,1,1,1,1,0
..\dataset\images\train_27521.png,1,1,1,1,0
..\dataset\images\train_11072.png,1,1,1,1,0
..\dataset\images\train_44112.png,1,1,1,1,0
..\dataset\images\train_35943.png,1,1,1,1,0
..\dataset\images\train_19334.png,1,1,1,1,0
..\dataset\images\train_00058.png,1,1,1,1,0
..\dataset\images\train_48973.png,1,1,1,1,0
..\dataset\images\test_04374.png,1,1,1,1,0
..\dataset\images\train_06914.png,1,1,1,1,0
..\dataset\images\train_29898.png,1,1,1,1,0
..\dataset\images\train_26265.png,1,1,1,1,0
..\dataset\images\train_43067.png,1,1,1,1,0
..\dataset\images\test_05408.png,1,1,1,1,0
..\dataset\images\train_23813.png,1,1,1,1,0
..\dataset\images\train_11645.png,1,1,1,1,0
..\dataset\images\train_16343.png,1,1,1,1,0
..\dataset\images\train_23461.png,1,1,1,1,0
..\dataset\images\train_46049.png,1,1,1,1,0
..\dataset\images\train_03977.png,1,1,1,1,0
..\dataset\images\train_48726.png,1,1,1,1,0
..\dataset\images\train_38946.png,1,1,1,1,0
..\dataset\images\train_17556.png,1,1,1,1,0
..\dataset\images\test_04085.png,1,1,1,1,0
..\dataset\images\train_19622.png,1,1,1,1,0
..\dataset\images\train_49356.png,1,1,1,1,0
..\dataset\images\train_27873.png,1,1,1,1,0
..\dataset\images\train_45738.png,1,1,1,1,0
..\dataset\images\train_37801.png,1,1,1,1,0
..\dataset\images\train_36246.png,1,1,1,1,0
..\dataset\images\train_43015.png,1,1,1,1,0
..\dataset\images\train_22754.png,1,1,1,1,0
..\dataset\images\train_02248.png,1,1,1,1,0
..\dataset\images\train_22470.png,1,1,1,1,0
..\dataset\images\train_23291.png,1,1,1,1,0
..\dataset\images\train_26436.png,1,1,1,1,0
..\dataset\images\train_10391.png,1,1,1,1,0
..\dataset\images\train_23778.png,1,1,1,1,0
..\dataset\images\train_34275.png,1,1,1,1,0
..\dataset\images\test_02646.png,1,1,1,1,0
..\dataset\images\train_49494.png,1,1,1,1,0
..\dataset\images\train_39045.png,1,1,1,1,0
..\dataset\images\train_01258.png,1,1,1,1,0
..\dataset\images\test_02726.png,1,1,1,1,0
..\dataset\images\train_12432.png,1,1,1,1,0
..\dataset\images\train_42574.png,1,1,1,1,0
..\dataset\images\test_07055.png,1,1,1,1,0
..\dataset\images\train_45884.png,1,1,1,1,0
..\dataset\images\train_46200.png,1,1,1,1,0
..\dataset\images\train_29121.png,1,1,1,1,0
..\dataset\images\train_27036.png,1,1,1,1,0
..\dataset\images\test_07033.png,1,1,1,1,0
..\dataset\images\train_16273.png,1,1,1,1,0
..\dataset\images\train_27229.png,1,1,1,1,0
..\dataset\images\train_21949.png,1,1,1,1,0
..\dataset\images\train_05032.png,1,1,1,1,0
..\dataset\images\train_37231.png,1,1,1,1,0
..\dataset\images\train_48584.png,1,1,1,1,0
..\dataset\images\test_07495.png,1,1,1,1,0
..\dataset\images\train_35167.png,1,1,1,1,0
..\dataset\images\train_15834.png,1,1,1,1,0
..\dataset\images\train_14434.png,1,1,1,1,0
..\dataset\images\test_02367.png,1,1,1,1,0
..\dataset\images\train_15910.png,1,1,1,1,0
..\dataset\images\train_42470.png,1,1,1,1,0
..\dataset\images\test_05339.png,1,1,1,1,0
..\dataset\images\train_39031.png,1,1,1,1,0
..\dataset\images\test_04654.png,1,1,1,1,0
..\dataset\images\train_36737.png,1,1,1,1,0
..\dataset\images\train_29237.png,1,1,1,1,0
..\dataset\images\train_21192.png,1,1,1,1,0
..\dataset\images\test_05904.png,1,1,1,1,0
..\dataset\images\test_08498.png,1,1,1,1,0
..\dataset\images\train_05223.png,1,1,1,1,0
..\dataset\images\test_03397.png,1,1,1,1,0
..\dataset\images\test_05186.png,1,1,1,1,0
..\dataset\images\train_34148.png,1,1,1,1,0
..\dataset\images\train_42643.png,1,1,1,1,0
..\dataset\images\train_15683.png,1,1,1,1,0
..\dataset\images\train_21659.png,1,1,1,1,0
..\dataset\images\train_42497.png,1,1,1,1,0
..\dataset\images\train_23496.png,1,1,1,1,0
..\dataset\images\train_25649.png,1,1,1,1,0
..\dataset\images\train_11171.png,1,1,1,1,0
..\dataset\images\train_19800.png,1,1,1,1,0
..\dataset\images\train_38230.png,1,1,1,1,0
..\dataset\images\train_04219.png,1,1,1,1,0
..\dataset\images\train_44198.png,1,1,1,1,0
..\dataset\images\train_29573.png,1,1,1,1,0
..\dataset\images\train_16570.png,1,1,1,1,0
..\dataset\images\train_30088.png,1,1,1,1,0
..\dataset\images\train_35033.png,1,1,1,1,0
..\dataset\images\train_16720.png,1,1,1,1,0
..\dataset\images\train_07680.png,1,1,1,1,0
..\dataset\images\train_04561.png,1,1,1,1,0
..\dataset\images\train_29270.png,1,1,1,1,0
..\dataset\images\train_33438.png,1,1,1,1,0
..\dataset\images\train_19208.png,1,1,1,1,0
..\dataset\images\train_28860.png,1,1,1,1,0
..\dataset\images\test_09925.png,1,1,1,1,0
..\dataset\images\train_13852.png,1,1,1,1,0
..\dataset\images\train_35601.png,1,1,1,1,0
..\dataset\images\train_45133.png,1,1,1,1,0
..\dataset\images\train_21516.png,1,1,1,1,0
..\dataset\images\train_47127.png,1,1,1,1,0
..\dataset\images\train_32251.png,1,1,1,1,0
..\dataset\images\train_24394.png,1,1,1,1,0
..\dataset\images\train_33116.png,1,1,1,1,0
..\dataset\images\train_43725.png,1,1,1,1,0
..\dataset\images\train_03636.png,1,1,1,1,0
..\dataset\images\train_09026.png,1,1,1,1,0
..\dataset\images\test_02803.png,1,1,1,1,0
..\dataset\images\train_36437.png,1,1,1,1,0
..\dataset\images\train_08569.png,1,1,1,1,0
..\dataset\images\train_25428.png,1,1,1,1,0
..\dataset\images\train_29470.png,1,1,1,1,0
..\dataset\images\train_23677.png,1,1,1,1,0
..\dataset\images\train_06271.png,1,1,1,1,0
..\dataset\images\train_30631.png,1,1,1,1,0
..\dataset\images\train_28367.png,1,1,1,1,0
..\dataset\images\train_47789.png,1,1,1,1,0
..\dataset\images\train_08264.png,1,1,1,1,0
..\dataset\images\test_07966.png,1,1,1,1,0
..\dataset\images\train_20854.png,1,1,1,1,0
..\dataset\images\train_03435.png,1,1,1,1,0
..\dataset\images\train_18520.png,1,1,1,1,0
..\dataset\images\train_07192.png,1,1,1,1,0
..\dataset\images\train_40495.png,1,1,1,1,0
..\dataset\images\test_03812.png,1,1,1,1,0
..\dataset\images\train_11180.png,1,1,1,1,0
..\dataset\images\train_33894.png,1,1,1,1,0
..\dataset\images\train_20001.png,1,1,1,1,0
..\dataset\images\train_40318.png,1,1,1,1,0
..\dataset\images\test_01032.png,1,1,1,1,0
..\dataset\images\train_41962.png,1,1,1,1,0
..\dataset\images\train_12783.png,1,1,1,1,0
..\dataset\images\train_25563.png,1,1,1,1,0
..\dataset\images\train_19227.png,1,1,1,1,0
..\dataset\images\train_41836.png,1,1,1,1,0
..\dataset\images\test_07659.png,1,1,1,1,0
..\dataset\images\train_49659.png,1,1,1,1,0
..\dataset\images\test_08347.png,1,1,1,1,0
..\dataset\images\train_49539.png,1,1,1,1,0
..\dataset\images\train_44026.png,1,1,1,1,0
..\dataset\images\test_03571.png,1,1,1,1,0
..\dataset\images\train_27348.png,1,1,1,1,0
..\dataset\images\train_13914.png,1,1,1,1,0
..\dataset\images\train_14416.png,1,1,1,1,0
..\dataset\images\train_09137.png,1,1,1,1,0
..\dataset\images\train_39998.png,1,1,1,1,0
..\dataset\images\train_35713.png,1,1,1,1,0
..\dataset\images\train_09781.png,1,1,1,1,0
..\dataset\images\train_16391.png,1,1,1,1,0
..\dataset\images\train_05011.png,1,1,1,1,0
..\dataset\images\test_03696.png,0,1,0,0,1
..\dataset\images\train_47159.png,1,1,1,1,0
..\dataset\images\train_26443.png,1,1,1,1,0
..\dataset\images\train_02342.png,1,1,1,1,0
..\dataset\images\train_14189.png,1,1,1,1,0
..\dataset\images\train_47238.png,1,1,1,1,0
..\dataset\images\train_08345.png,1,1,1,1,0
..\dataset\images\train_44842.png,1,1,1,1,0
..\dataset\images\train_03843.png,1,1,1,1,0
..\dataset\images\train_33232.png,1,1,1,1,0
..\dataset\images\train_21185.png,1,1,1,1,0
..\dataset\images\train_24332.png,1,1,1,1,0
..\dataset\images\train_06112.png,1,1,1,1,0
..\dataset\images\train_34491.png,1,1,1,1,0
..\dataset\images\train_26934.png,1,1,1,1,0
..\dataset\images\train_14450.png,1,1,1,1,0
..\dataset\images\train_07766.png,1,1,1,1,0
..\dataset\images\train_20671.png,1,1,1,1,0
..\dataset\images\train_13451.png,1,1,1,1,0
..\dataset\images\train_30413.png,1,1,1,1,0
..\dataset\images\train_39353.png,1,1,1,1,0
..\dataset\images\train_03654.png,1,1,1,1,0
..\dataset\images\train_49378.png,1,1,1,1,0
..\dataset\images\train_12784.png,1,1,1,1,0
..\dataset\images\train_38884.png,1,1,1,1,0
..\dataset\images\train_44694.png,1,1,1,1,0
..\dataset\images\train_38191.png,1,1,1,1,0
..\dataset\images\train_05259.png,1,1,1,1,0
..\dataset\images\train_31679.png,1,1,1,1,0
..\dataset\images\test_03497.png,0,0,1,1,2
..\dataset\images\train_35840.png,1,1,1,1,0
..\dataset\images\train_03736.png,1,1,1,1,0
..\dataset\images\train_32205.png,1,1,1,1,0
..\dataset\images\train_03848.png,1,1,1,1,0
..\dataset\images\train_43984.png,1,1,1,1,0
..\dataset\images\train_19168.png,1,1,1,1,0
..\dataset\images\train_26264.png,1,1,1,1,0
..\dataset\images\test_08830.png,1,1,1,1,0
..\dataset\images\test_00122.png,1,1,1,1,0
..\dataset\images\train_06064.png,1,1,1,1,0
..\dataset\images\train_42050.png,1,1,1,1,0
..\dataset\images\train_30643.png,1,1,1,1,0
..\dataset\images\train_15739.png,1,1,1,1,0
..\dataset\images\train_10758.png,1,1,1,1,0
..\dataset\images\train_33164.png,1,1,1,1,0
..\dataset\images\train_49306.png,1,1,1,1,0
..\dataset\images\train_42337.png,1,1,1,1,0
..\dataset\images\train_39185.png,1,1,1,1,0
..\dataset\images\train_38311.png,1,1,1,1,0
..\dataset\images\train_23555.png,1,1,1,1,0
..\dataset\images\test_05699.png,1,1,1,1,0
..\dataset\images\test_01916.png,1,1,1,1,0
..\dataset\images\train_12322.png,1,1,1,1,0
..\dataset\images\train_39648.png,1,1,1,1,0
..\dataset\images\train_45532.png,1,1,1,1,0
..\dataset\images\train_04243.png,1,1,1,1,0
..\dataset\images\train_08499.png,1,1,1,1,0
..\dataset\images\train_32727.png,1,1,1,1,0
..\dataset\images\train_15759.png,1,1,1,1,0
..\dataset\images\train_24986.png,1,1,1,1,0
..\dataset\images\train_37527.png,1,1,1,1,0
..\dataset\images\train_29046.png,1,1,1,1,0
..\dataset\images\train_05276.png,1,1,1,1,0
..\dataset\images\train_49663.png,1,1,1,1,0
..\dataset\images\train_16935.png,1,1,1,1,0
..\dataset\images\train_05233.png,1,1,1,1,0
..\dataset\images\train_36276.png,1,1,1,1,0
..\dataset\images\train_20254.png,1,1,1,1,0
..\dataset\images\train_49611.png,1,1,1,1,0
..\dataset\images\train_05471.png,1,1,1,1,0
..\dataset\images\train_09051.png,1,1,1,1,0
..\dataset\images\train_11032.png,1,1,1,1,0
..\dataset\images\train_24785.png,1,1,1,1,0
..\dataset\images\train_49317.png,1,1,1,1,0
..\dataset\images\train_49977.png,1,1,1,1,0
..\dataset\images\train_11881.png,1,1,1,1,0
..\dataset\images\train_11030.png,1,1,1,1,0
..\dataset\images\train_43556.png,1,1,1,1,0
..\dataset\images\train_21788.png,1,1,1,1,0
..\dataset\images\train_48138.png,1,1,1,1,0
..\dataset\images\train_16870.png,1,1,1,1,0
..\dataset\images\train_21501.png,1,1,1,1,0
..\dataset\images\test_05648.png,1,1,1,1,0
..\dataset\images\train_45097.png,1,1,1,1,0
..\dataset\images\train_04266.png,1,1,1,1,0
..\dataset\images\train_18430.png,1,1,1,1,0
..\dataset\images\train_08833.png,1,1,1,1,0
..\dataset\images\train_24376.png,1,1,1,1,0
..\dataset\images\train_09344.png,1,1,1,1,0
..\dataset\images\train_32860.png,1,1,1,1,0
..\dataset\images\train_33416.png,1,1,1,1,0
..\dataset\images\test_04585.png,1,1,1,1,0
..\dataset\images\train_15380.png,1,1,1,1,0
..\dataset\images\train_22109.png,1,1,1,1,0
..\dataset\images\test_03559.png,1,1,1,1,0
..\dataset\images\train_31943.png,1,1,1,1,0
..\dataset\images\train_41787.png,1,1,1,1,0
..\dataset\images\train_23441.png,1,1,1,1,0
..\dataset\images\test_00073.png,1,1,1,1,0
..\dataset\images\train_24754.png,1,1,1,1,0
..\dataset\images\train_12790.png,1,1,1,1,0
..\dataset\images\train_35407.png,1,1,1,1,0
..\dataset\images\train_06935.png,1,1,1,1,0
..\dataset\images\train_07049.png,1,1,1,1,0
..\dataset\images\test_07365.png,1,1,1,1,0
..\dataset\images\train_48127.png,1,1,1,1,0
..\dataset\images\test_07619.png,1,1,1,1,0
..\dataset\images\train_41512.png,1,1,1,1,0
..\dataset\images\train_49231.png,1,1,1,1,0
..\dataset\images\train_12780.png,1,1,1,1,0
..\dataset\images\train_43502.png,1,1,1,1,0
..\dataset\images\train_37153.png,1,1,1,1,0
..\dataset\images\train_45666.png,1,1,1,1,0
..\dataset\images\train_13953.png,1,1,1,1,0
..\dataset\images\train_31239.png,1,1,1,1,0
..\dataset\images\train_46450.png,1,1,1,1,0
..\dataset\images\train_16469.png,1,1,1,1,0
..\dataset\images\train_30355.png,1,1,1,1,0
..\dataset\images\train_09540.png,1,1,1,1,0
..\dataset\images\train_43682.png,1,1,1,1,0
..\dataset\images\train_05242.png,1,1,1,1,0
..\dataset\images\train_25417.png,1,1,1,1,0
..\dataset\images\train_28326.png,1,1,1,1,0
..\dataset\images\train_08649.png,1,1,1,1,0
..\dataset\images\train_28096.png,1,1,1,1,0
..\dataset\images\train_08805.png,1,1,1,1,0
..\dataset\images\train_19654.png,1,1,1,1,0
..\dataset\images\train_32342.png,1,1,1,1,0
..\dataset\images\train_34410.png,1,1,1,1,0
..\dataset\images\train_17963.png,1,1,1,1,0
..\dataset\images\train_47069.png,1,1,1,1,0
..\dataset\images\test_07793.png,1,1,1,1,0
..\dataset\images\train_35534.png,1,1,1,1,0
..\dataset\images\train_10946.png,1,1,1,1,0
..\dataset\images\train_05619.png,1,1,1,1,0
..\dataset\images\train_21013.png,1,1,1,1,0
..\dataset\images\train_48695.png,1,1,1,1,0
..\dataset\images\train_31781.png,1,1,1,1,0
..\dataset\images\test_03657.png,1,1,1,1,0
..\dataset\images\train_09599.png,1,1,1,1,0
..\dataset\images\test_07510.png,1,1,1,1,0
..\dataset\images\train_19759.png,1,1,1,1,0
..\dataset\images\train_48920.png,1,1,1,1,0
..\dataset\images\test_00992.png,1,1,1,1,0
..\dataset\images\train_44364.png,1,1,1,1,0
..\dataset\images\test_01142.png,1,1,1,1,0
..\dataset\images\train_31735.png,1,1,1,1,0
..\dataset\images\train_32920.png,1,1,1,1,0
..\dataset\images\train_17213.png,1,1,1,1,0
..\dataset\images\train_37340.png,1,1,1,1,0
..\dataset\images\train_35031.png,1,1,1,1,0
..\dataset\images\test_01817.png,1,1,1,1,0
..\dataset\images\train_46297.png,1,1,1,1,0
..\dataset\images\test_01102.png,1,1,1,1,0
..\dataset\images\train_09848.png,1,1,1,1,0
..\dataset\images\train_14947.png,1,1,1,1,0
..\dataset\images\train_40426.png,1,1,1,1,0
..\dataset\images\train_47094.png,1,1,1,1,0
..\dataset\images\train_11054.png,1,1,1,1,0
..\dataset\images\train_12804.png,1,1,1,1,0
..\dataset\images\train_02060.png,1,1,1,1,0
..\dataset\images\test_07821.png,1,1,0,1,0
..\dataset\images\train_35532.png,1,1,1,1,0
..\dataset\images\train_32033.png,1,1,1,1,0
..\dataset\images\train_17746.png,1,1,1,1,0
..\dataset\images\train_17839.png,1,1,1,1,0
..\dataset\images\train_06522.png,1,1,1,1,0
..\dataset\images\train_14114.png,1,1,1,1,0
..\dataset\images\train_46008.png,1,1,1,1,0
..\dataset\images\test_05426.png,1,0,0,1,0
..\dataset\images\test_08017.png,1,1,1,1,0
..\dataset\images\train_42961.png,1,1,1,1,0
..\dataset\images\train_21190.png,1,1,1,1,0
..\dataset\images\train_34524.png,1,1,1,1,0
..\dataset\images\train_22991.png,1,1,1,1,0
..\dataset\images\train_37125.png,1,1,1,1,0
..\dataset\images\test_04697.png,1,1,1,1,0
..\dataset\images\train_00935.png,1,1,1,1,0
..\dataset\images\train_29569.png,1,1,1,1,0
..\dataset\images\train_07738.png,1,1,1,1,0
..\dataset\images\test_09576.png,1,1,1,1,0
..\dataset\images\train_17497.png,1,1,1,1,0
..\dataset\images\train_43103.png,1,1,1,1,0
..\dataset\images\train_27918.png,1,1,1,1,0
..\dataset\images\train_46923.png,1,1,1,1,0
..\dataset\images\train_35134.png,1,1,1,1,0
..\dataset\images\train_02477.png,1,1,1,1,0
..\dataset\images\train_39633.png,1,1,1,1,0
..\dataset\images\train_46958.png,1,1,1,1,0
..\dataset\images\train_15946.png,1,1,1,1,0
..\dataset\images\train_48676.png,1,1,1,1,0
..\dataset\images\test_01047.png,1,1,1,1,0
..\dataset\images\train_14027.png,1,1,1,1,0
..\dataset\images\train_25255.png,1,1,1,1,0
..\dataset\images\train_24335.png,1,1,1,1,0
..\dataset\images\train_06617.png,1,1,1,1,0
..\dataset\images\train_44739.png,1,1,1,1,0
..\dataset\images\test_08937.png,1,1,1,1,0
..\dataset\images\train_38438.png,1,1,1,1,0
..\dataset\images\test_07095.png,1,1,1,1,0
..\dataset\images\train_41071.png,1,1,1,1,0
..\dataset\images\train_22281.png,1,1,1,1,0
..\dataset\images\train_05551.png,1,1,1,1,0
..\dataset\images\train_39937.png,1,1,1,1,0
..\dataset\images\train_41814.png,1,1,1,1,0
..\dataset\images\train_01719.png,1,1,1,1,0
..\dataset\images\train_47284.png,1,1,1,1,0
..\dataset\images\train_21307.png,1,1,1,1,0
..\dataset\images\test_08669.png,1,1,1,1,0
..\dataset\images\train_08152.png,1,1,1,1,0
..\dataset\images\test_06125.png,1,0,1,1,0
..\dataset\images\train_02309.png,1,1,1,1,0
..\dataset\images\train_25236.png,1,1,1,1,0
..\dataset\images\train_23287.png,1,1,1,1,0
..\dataset\images\train_30965.png,1,1,1,1,0
..\dataset\images\train_44981.png,1,1,1,1,0
..\dataset\images\train_44548.png,1,1,1,1,0
..\dataset\images\train_36574.png,1,1,1,1,0
..\dataset\images\train_22087.png,1,1,1,1,0
..\dataset\images\train_13650.png,1,1,1,1,0
..\dataset\images\train_31623.png,1,1,1,1,0
..\dataset\images\test_03886.png,1,1,1,1,0
..\dataset\images\train_04603.png,1,1,1,1,0
..\dataset\images\train_17372.png,1,1,1,1,0
..\dataset\images\train_30335.png,1,1,1,1,0
..\dataset\images\train_04935.png,1,1,1,1,0
..\dataset\images\train_05335.png,1,1,1,1,0
..\dataset\images\train_23065.png,1,1,1,1,0
..\dataset\images\train_42583.png,1,1,1,1,0
..\dataset\images\train_49373.png,1,1,1,1,0
..\dataset\images\train_42204.png,1,1,1,1,0
..\dataset\images\train_02495.png,1,1,1,1,0
..\dataset\images\test_08003.png,1,1,1,1,0
..\dataset\images\train_30184.png,1,1,1,1,0
..\dataset\images\train_25368.png,1,1,1,1,0
..\dataset\images\train_01734.png,1,1,1,1,0
..\dataset\images\test_05337.png,1,1,1,1,0
..\dataset\images\train_16709.png,1,1,1,1,0
..\dataset\images\train_21069.png,1,1,1,1,0
..\dataset\images\train_33593.png,1,1,1,1,0
..\dataset\images\train_44587.png,1,1,1,1,0
..\dataset\images\train_04486.png,1,1,1,1,0
..\dataset\images\train_19545.png,1,1,1,1,0
..\dataset\images\test_05705.png,1,1,1,1,0
..\dataset\images\test_06100.png,1,1,1,1,0
..\dataset\images\train_06928.png,1,1,1,1,0
..\dataset\images\train_00762.png,1,1,1,1,0
..\dataset\images\train_24734.png,1,1,1,1,0
..\dataset\images\train_04595.png,1,1,1,1,0
..\dataset\images\train_22400.png,1,1,1,1,0
..\dataset\images\train_38063.png,1,1,1,1,0
..\dataset\images\test_01696.png,1,1,1,1,0
..\dataset\images\train_16783.png,1,1,1,1,0
..\dataset\images\train_11118.png,1,1,1,1,0
..\dataset\images\train_00365.png,1,1,1,1,0
..\dataset\images\train_01771.png,1,1,1,1,0
..\dataset\images\train_11771.png,1,1,1,1,0
..\dataset\images\train_38042.png,1,1,1,1,0
..\dataset\images\train_29088.png,1,1,1,1,0
..\dataset\images\test_07483.png,1,1,1,1,0
..\dataset\images\train_08072.png,1,1,1,1,0
..\dataset\images\train_05414.png,1,1,1,1,0
..\dataset\images\train_45817.png,1,1,1,1,0
..\dataset\images\train_02281.png,1,1,1,1,0
..\dataset\images\train_29605.png,1,1,1,1,0
..\dataset\images\test_05105.png,1,1,1,1,0
..\dataset\images\train_35416.png,1,1,1,1,0
..\dataset\images\train_06033.png,1,1,1,1,0
..\dataset\images\train_26023.png,1,1,1,1,0
..\dataset\images\train_00330.png,1,1,1,1,0
..\dataset\images\test_05343.png,1,1,1,1,0
..\dataset\images\train_35912.png,1,1,1,1,0
..\dataset\images\train_39972.png,1,1,1,1,0
..\dataset\images\train_20716.png,1,1,1,1,0
..\dataset\images\train_18075.png,1,1,1,1,0
..\dataset\images\train_38851.png,1,1,1,1,0
..\dataset\images\train_36921.png,1,1,1,1,0
..\dataset\images\train_43006.png,1,1,1,1,0
..\dataset\images\train_45680.png,1,1,1,1,0
..\dataset\images\train_09116.png,1,1,1,1,0
..\dataset\images\test_04330.png,1,1,1,1,0
..\dataset\images\train_32470.png,1,1,1,1,0
..\dataset\images\train_41030.png,1,1,1,1,0
..\dataset\images\train_25194.png,1,1,1,1,0
..\dataset\images\train_22464.png,1,1,1,1,0
..\dataset\images\train_16289.png,1,1,1,1,0
..\dataset\images\train_01611.png,1,1,1,1,0
..\dataset\images\train_16043.png,1,1,1,1,0
..\dataset\images\train_43587.png,1,1,1,1,0
..\dataset\images\train_48187.png,1,1,1,1,0
..\dataset\images\train_24485.png,1,1,1,1,0
..\dataset\images\train_17293.png,1,1,1,1,0
..\dataset\images\train_21883.png,1,1,1,1,0
..\dataset\images\train_27975.png,1,1,1,1,0
..\dataset\images\train_42014.png,1,1,1,1,0
..\dataset\images\train_48909.png,1,1,1,1,0
..\dataset\images\train_10157.png,1,1,1,1,0
..\dataset\images\train_08463.png,1,1,1,1,0
..\dataset\images\train_12758.png,1,1,1,1,0
..\dataset\images\train_42791.png,1,1,1,1,0
..\dataset\images\train_22969.png,1,1,1,1,0
..\dataset\images\train_22131.png,1,1,1,1,0
..\dataset\images\test_06347.png,1,1,1,1,0
..\dataset\images\test_03889.png,1,1,1,1,0
..\dataset\images\train_49809.png,1,1,1,1,0
..\dataset\images\train_10756.png,1,1,1,1,0
..\dataset\images\test_04116.png,1,1,1,1,0
..\dataset\images\train_29482.png,1,1,1,1,0
..\dataset\images\train_34550.png,1,1,1,1,0
..\dataset\images\test_08473.png,1,1,1,1,0
..\dataset\images\train_19840.png,1,1,1,1,0
..\dataset\images\train_07691.png,1,1,1,1,0
..\dataset\images\train_15485.png,1,1,1,1,0
..\dataset\images\train_09886.png,1,1,1,1,0
..\dataset\images\test_06106.png,1,1,1,1,0
..\dataset\images\train_20799.png,1,1,1,1,0
..\dataset\images\train_07211.png,1,1,1,1,0
..\dataset\images\train_14391.png,1,1,1,1,0
..\dataset\images\train_48048.png,1,1,1,1,0
..\dataset\images\train_42095.png,1,1,1,1,0
..\dataset\images\train_32447.png,1,1,1,1,0
..\dataset\images\test_00163.png,1,1,1,1,0
..\dataset\images\train_30421.png,1,1,1,1,0
..\dataset\images\train_32276.png,1,1,1,1,0
..\dataset\images\train_41808.png,1,1,1,1,0
..\dataset\images\test_07531.png,1,1,1,1,0
..\dataset\images\train_42084.png,1,1,1,1,0
..\dataset\images\train_05086.png,1,1,1,1,0
..\dataset\images\train_26681.png,1,1,1,1,0
..\dataset\images\train_42883.png,1,1,1,1,0
..\dataset\images\train_25595.png,1,1,1,1,0
..\dataset\images\train_37938.png,1,1,1,1,0
..\dataset\images\train_21520.png,1,1,1,1,0
..\dataset\images\test_00573.png,1,1,1,1,0
..\dataset\images\train_29217.png,1,1,1,1,0
..\dataset\images\train_36606.png,1,1,1,1,0
